Disposition Quarter,Deferred
2017 Q1,85
2017 Q2,93
2017 Q3,74
2017 Q4,88
2018 Q1,115
2018 Q2,85
2018 Q3,108
2018 Q4,109
2019 Q1,89
2019 Q2,110
2019 Q3,98
2019 Q4,99
2020 Q1,100
2020 Q2,46
2020 Q3,97
2020 Q4,95
2021 Q1,102
2021 Q2,64
2021 Q3,53
2021 Q4,74
2022 Q1,80
2022 Q2,81
2022 Q3,59
2022 Q4,70
2023 Q1,60
2023 Q2,78
2023 Q3,56
2023 Q4,63
2024 Q1,65
2024 Q2,73
2024 Q3,83
2024 Q4,59
2025 Q1,35
2025 Q2,66
2025 Q3,67
2025 Q4,58
