Disposition Quarter,Deferred
2017 Q1,34
2017 Q2,46
2017 Q3,32
2017 Q4,25
2018 Q1,26
2018 Q2,31
2018 Q3,46
2018 Q4,32
2019 Q1,41
2019 Q2,36
2019 Q3,25
2019 Q4,29
2020 Q1,26
2020 Q2,17
2020 Q3,27
2020 Q4,33
2021 Q1,29
2021 Q2,25
2021 Q3,29
2021 Q4,33
2022 Q1,21
2022 Q2,25
2022 Q3,29
2022 Q4,23
2023 Q1,32
2023 Q2,18
2023 Q3,26
2023 Q4,19
2024 Q1,25
2024 Q2,31
2024 Q3,33
2024 Q4,19
2025 Q1,14
