Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,930.0,346.0,342.0,13.0,47.0,2540.0
2018.0,863.0,386.0,367.0,10.0,49.0,2427.0
2019.0,876.0,314.0,320.0,8.0,29.0,2373.0
2020.0,911.0,250.0,232.0,2.0,32.0,1823.0
2021.0,1082.0,486.0,264.0,8.0,31.0,2085.0
2022.0,837.0,375.0,254.0,5.0,22.0,1736.0
2023.0,253.0,83.0,65.0,3.0,5.0,448.0
