Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,993.0,659.0,361.0,42.0,96.0,3913.0
2018.0,1060.0,709.0,478.0,42.0,108.0,4629.0
2019.0,903.0,591.0,516.0,32.0,91.0,4970.0
2020.0,723.0,453.0,520.0,13.0,84.0,3397.0
2021.0,856.0,382.0,535.0,21.0,191.0,3744.0
2022.0,954.0,373.0,552.0,18.0,188.0,3876.0
2023.0,212.0,34.0,125.0,1.0,22.0,816.0
