Referral Year,Felony Referrals Filed,Felony Referrals Not Filed,Total Felony Referrals,Felony Cases Acquitted,Felony Cases Deferred,Felony Cases Dismissed,Felony Cases Found Guilty,Felony Cases Plea Dismissal,Felony Cases Plead Guilty,Total Felony Cases Disposed,Percent of felony referrals declined,Percent of felony cases dismissed after filing
2017.0,4945.0,554.0,5499.0,22.0,710.0,395.0,112.0,202.0,3480.0,4921.0,10.07455901,8.026823816
2018.0,5127.0,544.0,5671.0,22.0,860.0,395.0,123.0,202.0,3467.0,5069.0,9.592664433,7.792463997
2019.0,5380.0,538.0,5918.0,20.0,856.0,365.0,139.0,187.0,3814.0,5381.0,9.090909091,6.783125813
2020.0,4413.0,521.0,4934.0,7.0,642.0,369.0,57.0,132.0,2577.0,3784.0,10.55938387,9.751585624
2021.0,4031.0,535.0,4566.0,20.0,665.0,417.0,80.0,171.0,2759.0,4112.0,11.71703898,10.14105058
2022.0,4048.0,547.0,4595.0,16.0,609.0,432.0,108.0,178.0,2706.0,4049.0,11.90424374,10.66930106
2023.0,954.0,84.0,1038.0,4.0,135.0,112.0,14.0,28.0,614.0,907.0,8.092485549,12.34840132
