Disposition Quarter,Deferred
2017 Q1,110
2017 Q2,100
2017 Q3,81
2017 Q4,86
2018 Q1,113
2018 Q2,119
2018 Q3,108
2018 Q4,139
2019 Q1,114
2019 Q2,128
2019 Q3,145
2019 Q4,139
2020 Q1,116
2020 Q2,54
2020 Q3,101
2020 Q4,103
2021 Q1,92
2021 Q2,110
2021 Q3,98
2021 Q4,78
2022 Q1,87
2022 Q2,108
2022 Q3,101
2022 Q4,100
2023 Q1,112
2023 Q2,96
2023 Q3,72
2023 Q4,104
2024 Q1,115
2024 Q2,96
2024 Q3,124
2024 Q4,78
2025 Q1,73
