Disposition Quarter,Deferred
2017 Q1,78
2017 Q2,87
2017 Q3,87
2017 Q4,75
2018 Q1,78
2018 Q2,94
2018 Q3,110
2018 Q4,94
2019 Q1,91
2019 Q2,80
2019 Q3,85
2019 Q4,65
2020 Q1,76
2020 Q2,41
2020 Q3,80
2020 Q4,63
2021 Q1,73
2021 Q2,71
2021 Q3,85
2021 Q4,64
2022 Q1,57
2022 Q2,60
2022 Q3,52
2022 Q4,60
2023 Q1,47
2023 Q2,51
2023 Q3,44
2023 Q4,32
2024 Q1,45
2024 Q2,42
2024 Q3,51
2024 Q4,34
2025 Q1,21
