Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,166.0,139.0,396.0,8.0,27.0,2100.0
2018.0,175.0,152.0,390.0,7.0,29.0,2217.0
2019.0,198.0,212.0,403.0,11.0,32.0,2237.0
2020.0,177.0,172.0,335.0,4.0,19.0,1782.0
2021.0,171.0,127.0,318.0,7.0,21.0,1712.0
2022.0,191.0,155.0,324.0,4.0,21.0,1515.0
2023.0,35.0,28.0,93.0,5.0,4.0,379.0
