Disposition Quarter,Deferred
2017 Q1,106
2017 Q2,117
2017 Q3,80
2017 Q4,92
2018 Q1,96
2018 Q2,112
2018 Q3,99
2018 Q4,84
2019 Q1,92
2019 Q2,96
2019 Q3,102
2019 Q4,107
2020 Q1,99
2020 Q2,56
2020 Q3,89
2020 Q4,84
2021 Q1,86
2021 Q2,87
2021 Q3,63
2021 Q4,83
2022 Q1,78
2022 Q2,71
2022 Q3,82
2022 Q4,87
2023 Q1,90
2023 Q2,79
2023 Q3,72
2023 Q4,79
2024 Q1,77
2024 Q2,101
2024 Q3,88
