Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,270.0,189.0,471.0,24.0,87.0,3633.0
2018.0,269.0,214.0,363.0,25.0,95.0,4034.0
2019.0,278.0,207.0,359.0,21.0,96.0,4084.0
2020.0,201.0,164.0,319.0,8.0,34.0,2571.0
2021.0,290.0,244.0,332.0,21.0,50.0,2816.0
2022.0,360.0,189.0,401.0,13.0,59.0,2672.0
2023.0,76.0,35.0,88.0,2.0,22.0,606.0
