Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,1419.0,440.0,661.0,61.0,173.0,9294.0
2018.0,2718.0,450.0,692.0,70.0,180.0,12014.0
2019.0,2648.0,517.0,769.0,79.0,164.0,11514.0
2020.0,3102.0,499.0,624.0,34.0,87.0,6468.0
2021.0,2747.0,996.0,741.0,57.0,128.0,9306.0
2022.0,4574.0,996.0,594.0,63.0,141.0,8209.0
2023.0,974.0,179.0,180.0,16.0,34.0,1753.0
