Disposition Year,Credit for time served,Probation,Probation plus Jail,Jail,Community Corrections,Youth Corrections,Prison
2017.0,16.0,705.0,91.0,16.0,338.0,49.0,611.0
2018.0,22.0,678.0,93.0,17.0,374.0,34.0,711.0
2019.0,25.0,683.0,141.0,14.0,336.0,26.0,634.0
2020.0,21.0,476.0,73.0,11.0,199.0,24.0,416.0
2021.0,24.0,512.0,81.0,7.0,277.0,18.0,497.0
2022.0,27.0,636.0,59.0,16.0,230.0,26.0,587.0
2023.0,7.0,185.0,13.0,1.0,51.0,11.0,140.0
