Referral Year,Felony Referrals Filed,Felony Referrals Not Filed,Total Felony Referrals,Felony Cases Acquitted,Felony Cases Deferred,Felony Cases Dismissed,Felony Cases Found Guilty,Felony Cases Plea Dismissal,Felony Cases Plead Guilty,Total Felony Cases Disposed,Percent of felony referrals declined,Percent of felony cases dismissed after filing
2017.0,3084.0,290.0,3374.0,8.0,396.0,166.0,27.0,139.0,2100.0,2836.0,8.595139301,5.853314528
2018.0,3150.0,285.0,3435.0,7.0,390.0,175.0,29.0,152.0,2217.0,2970.0,8.296943231,5.892255892
2019.0,3061.0,262.0,3323.0,11.0,403.0,198.0,32.0,212.0,2237.0,3093.0,7.884441769,6.401551891
2020.0,2558.0,262.0,2820.0,4.0,335.0,177.0,19.0,172.0,1782.0,2489.0,9.290780142,7.111289675
2021.0,2168.0,166.0,2334.0,7.0,318.0,171.0,21.0,127.0,1712.0,2356.0,7.112253642,7.258064516
2022.0,2116.0,168.0,2284.0,4.0,324.0,191.0,21.0,155.0,1515.0,2210.0,7.355516637,8.642533937
2023.0,539.0,41.0,580.0,5.0,93.0,35.0,4.0,28.0,379.0,544.0,7.068965517,6.433823529
