Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,122.0,59.0,47.0,2.0,37.0,306.0
2018.0,162.0,36.0,57.0,2.0,31.0,224.0
2019.0,121.0,66.0,39.0,5.0,29.0,259.0
2020.0,84.0,38.0,43.0,1.0,6.0,337.0
2021.0,177.0,92.0,63.0,0.0,6.0,316.0
2022.0,170.0,80.0,63.0,4.0,2.0,337.0
2023.0,12.0,2.0,7.0,1.0,0.0,23.0
