Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,307.0,58.0,168.0,9.0,97.0,431.0
2018.0,443.0,173.0,266.0,15.0,93.0,777.0
2019.0,355.0,134.0,103.0,5.0,32.0,528.0
2020.0,228.0,99.0,64.0,1.0,13.0,410.0
2021.0,631.0,221.0,161.0,3.0,8.0,451.0
2022.0,336.0,206.0,168.0,2.0,8.0,363.0
2023.0,41.0,7.0,16.0,0.0,3.0,47.0
