Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,4754.0,710.0,1216.0,48.0,229.0,15350.0
2018.0,5305.0,730.0,1153.0,52.0,303.0,15546.0
2019.0,5000.0,812.0,1067.0,42.0,222.0,15758.0
2020.0,3314.0,578.0,943.0,26.0,110.0,10986.0
2021.0,4440.0,990.0,1037.0,39.0,110.0,11871.0
2022.0,4392.0,1031.0,967.0,30.0,135.0,11653.0
2023.0,1205.0,179.0,214.0,11.0,26.0,2634.0
