Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,395.0,202.0,710.0,22.0,112.0,3480.0
2018.0,395.0,202.0,860.0,22.0,123.0,3467.0
2019.0,365.0,187.0,856.0,20.0,139.0,3814.0
2020.0,369.0,132.0,642.0,7.0,57.0,2577.0
2021.0,417.0,171.0,665.0,20.0,80.0,2759.0
2022.0,432.0,178.0,609.0,16.0,108.0,2706.0
2023.0,112.0,28.0,135.0,4.0,14.0,614.0
