Disposition Quarter,Deferred
2017 Q1,34
2017 Q2,34
2017 Q3,39
2017 Q4,29
2018 Q1,37
2018 Q2,36
2018 Q3,27
2018 Q4,22
2019 Q1,35
2019 Q2,31
2019 Q3,27
2019 Q4,31
2020 Q1,22
2020 Q2,26
2020 Q3,29
2020 Q4,22
2021 Q1,34
2021 Q2,27
2021 Q3,24
2021 Q4,28
2022 Q1,40
2022 Q2,23
2022 Q3,25
2022 Q4,31
2023 Q1,16
2023 Q2,26
2023 Q3,25
2023 Q4,24
2024 Q1,16
2024 Q2,25
2024 Q3,20
2024 Q4,16
2025 Q1,16
2025 Q2,25
2025 Q3,32
2025 Q4,28
