Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,71.0,24.0,171.0,4.0,20.0,480.0
2018.0,91.0,36.0,148.0,8.0,15.0,521.0
2019.0,65.0,30.0,140.0,10.0,13.0,546.0
2020.0,64.0,18.0,131.0,2.0,8.0,364.0
2021.0,71.0,33.0,146.0,3.0,19.0,479.0
2022.0,79.0,16.0,182.0,3.0,6.0,465.0
2023.0,37.0,4.0,41.0,1.0,1.0,119.0
