Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,436.0,150.0,414.0,5.0,70.0,2163.0
2018.0,367.0,122.0,260.0,6.0,84.0,1962.0
2019.0,410.0,131.0,286.0,12.0,65.0,1975.0
2020.0,420.0,146.0,267.0,3.0,55.0,2187.0
2021.0,673.0,149.0,361.0,15.0,157.0,2600.0
2022.0,699.0,152.0,424.0,9.0,92.0,2636.0
2023.0,170.0,27.0,106.0,3.0,10.0,784.0
