Disposition Quarter,Deferred
2020 Q1,8
2020 Q2,13
2020 Q3,11
2020 Q4,12
2021 Q1,15
2021 Q2,18
2021 Q3,10
2021 Q4,20
2022 Q1,16
2022 Q2,17
2022 Q3,20
2022 Q4,7
2023 Q1,9
2023 Q2,6
2023 Q3,14
2023 Q4,16
2024 Q1,12
2024 Q2,11
2024 Q3,11
2024 Q4,11
2025 Q1,14
2025 Q2,6
