Disposition Quarter,Deferred
2017 Q1,56
2017 Q2,58
2017 Q3,38
2017 Q4,46
2018 Q1,47
2018 Q2,45
2018 Q3,62
2018 Q4,39
2019 Q1,32
2019 Q2,47
2019 Q3,37
2019 Q4,47
2020 Q1,47
2020 Q2,19
2020 Q3,34
2020 Q4,24
2021 Q1,38
2021 Q2,33
2021 Q3,43
2021 Q4,30
2022 Q1,39
2022 Q2,35
2022 Q3,47
2022 Q4,43
2023 Q1,41
2023 Q2,33
2023 Q3,24
2023 Q4,45
2024 Q1,40
2024 Q2,41
2024 Q3,31
2024 Q4,18
2025 Q1,12
