Referral Year,Felony Referrals Filed,Felony Referrals Not Filed,Total Felony Referrals,Felony Cases Acquitted,Felony Cases Deferred,Felony Cases Dismissed,Felony Cases Found Guilty,Felony Cases Plea Dismissal,Felony Cases Plead Guilty,Total Felony Cases Disposed,Percent of felony referrals declined,Percent of felony cases dismissed after filing
2017.0,4433.0,343.0,4776.0,24.0,471.0,270.0,87.0,189.0,3633.0,4674.0,7.181742044,5.776636714
2018.0,5131.0,477.0,5608.0,25.0,363.0,269.0,95.0,214.0,4034.0,5000.0,8.505706134,5.38
2019.0,4709.0,368.0,5077.0,21.0,359.0,278.0,96.0,207.0,4084.0,5045.0,7.248375025,5.510406343
2020.0,4058.0,336.0,4394.0,8.0,319.0,201.0,34.0,164.0,2571.0,3297.0,7.646791079,6.096451319
2021.0,3387.0,531.0,3918.0,21.0,332.0,290.0,50.0,244.0,2816.0,3753.0,13.55283308,7.727151612
2022.0,3496.0,461.0,3957.0,13.0,401.0,360.0,59.0,189.0,2672.0,3694.0,11.65024008,9.745533297
2023.0,822.0,65.0,887.0,2.0,88.0,76.0,22.0,35.0,606.0,829.0,7.328072153,9.167671894
