Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,147.0,173.0,205.0,9.0,46.0,1583.0
2018.0,219.0,190.0,199.0,15.0,41.0,1790.0
2019.0,202.0,155.0,164.0,12.0,54.0,1760.0
2020.0,215.0,126.0,133.0,4.0,24.0,1227.0
2021.0,233.0,184.0,143.0,8.0,19.0,1274.0
2022.0,183.0,151.0,111.0,7.0,28.0,1334.0
2023.0,33.0,13.0,18.0,4.0,3.0,244.0
