Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,663.0,614.0,305.0,17.0,58.0,1903.0
2018.0,682.0,786.0,356.0,28.0,111.0,2560.0
2019.0,766.0,671.0,298.0,9.0,51.0,2540.0
2020.0,710.0,477.0,160.0,8.0,19.0,1651.0
2021.0,872.0,987.0,287.0,17.0,87.0,2657.0
2022.0,1048.0,1281.0,201.0,8.0,68.0,3249.0
2023.0,228.0,112.0,48.0,2.0,16.0,757.0
