Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,143.0,99.0,306.0,9.0,14.0,1563.0
2018.0,202.0,142.0,319.0,6.0,18.0,1702.0
2019.0,201.0,156.0,303.0,3.0,36.0,1569.0
2020.0,126.0,131.0,246.0,2.0,13.0,1062.0
2021.0,151.0,211.0,317.0,10.0,29.0,1195.0
2022.0,138.0,213.0,261.0,10.0,17.0,1202.0
2023.0,24.0,16.0,67.0,0.0,1.0,279.0
