Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,48.0,67.0,114.0,4.0,16.0,304.0
2018.0,56.0,63.0,127.0,5.0,11.0,361.0
2019.0,63.0,91.0,107.0,6.0,10.0,353.0
2020.0,67.0,65.0,80.0,0.0,4.0,275.0
2021.0,59.0,55.0,93.0,2.0,5.0,283.0
2022.0,55.0,41.0,97.0,1.0,3.0,238.0
2023.0,16.0,7.0,14.0,0.0,1.0,54.0
