Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,798.0,276.0,690.0,5.0,46.0,978.0
2018.0,741.0,302.0,643.0,8.0,37.0,942.0
2019.0,781.0,362.0,605.0,6.0,48.0,961.0
2020.0,478.0,264.0,503.0,2.0,39.0,637.0
2021.0,516.0,388.0,596.0,3.0,22.0,793.0
2022.0,486.0,307.0,674.0,5.0,27.0,745.0
2023.0,110.0,62.0,160.0,0.0,3.0,192.0
