Disposition Year,Dismissed,Plea Dismissal,Deferred,Acquitted,Found Guilty,Plead Guilty
2017.0,1202.0,309.0,451.0,78.0,187.0,10387.0
2018.0,1300.0,349.0,603.0,77.0,151.0,10195.0
2019.0,1565.0,355.0,632.0,57.0,137.0,10370.0
2020.0,1187.0,319.0,436.0,20.0,71.0,5675.0
2021.0,2043.0,650.0,571.0,39.0,89.0,8157.0
2022.0,2178.0,1013.0,671.0,34.0,96.0,7987.0
2023.0,562.0,119.0,162.0,8.0,24.0,1925.0
