Referral Year,Felony Referrals Filed,Felony Referrals Not Filed,Total Felony Referrals,Felony Cases Acquitted,Felony Cases Deferred,Felony Cases Dismissed,Felony Cases Found Guilty,Felony Cases Plea Dismissal,Felony Cases Plead Guilty,Total Felony Cases Disposed,Percent of felony referrals declined,Percent of felony cases dismissed after filing
2017.0,5214.0,396.0,5610.0,28.0,395.0,275.0,90.0,174.0,3886.0,4848.0,7.058823529,5.672442244
2018.0,5266.0,547.0,5813.0,21.0,438.0,286.0,71.0,157.0,4093.0,5066.0,9.409943231,5.645479668
2019.0,5472.0,697.0,6169.0,36.0,479.0,326.0,88.0,159.0,4037.0,5125.0,11.29842762,6.36097561
2020.0,4503.0,749.0,5252.0,10.0,411.0,347.0,46.0,193.0,2541.0,3548.0,14.26123382,9.780157835
2021.0,4368.0,1050.0,5418.0,23.0,417.0,432.0,51.0,182.0,2957.0,4062.0,19.37984496,10.6351551
2022.0,4052.0,884.0,4936.0,17.0,474.0,371.0,61.0,194.0,3014.0,4131.0,17.90923825,8.980876301
2023.0,1123.0,121.0,1244.0,3.0,112.0,104.0,16.0,40.0,862.0,1137.0,9.726688103,9.146877748
